objectid,col_name,col_uid,st_name,st_abb,cnty_name,datasource,src_name,alt_name,alt_name2,alt_name3,mnumber,color_clas,tot_prisco,rec_complt,numlots,numoccupie,estimatedp,wtr_srcdes,wtr_hauled,priv_wells,wc_exists,wc_wtrcomm,dwuid,wc_nearwcom,dwuid_near,os_otrsupp,is_srcadeq,wc_adeq,wc_adeqdes,wc_hlth,wc_hlthdes,ww_public,ww_wwcomm,wwuid,ww_nearwwcom,wwuid_near,ww_prvser,ww_prvnm,ww_other,ww_adeq,ww_adeqdes,ww_hlth,ww_hlthdes,ppl_nowat,ppl_nowat_r,ppl_noww,ppl_noww_r,ppl_yeswat,ppl_yeswat_r,ppl_yesww,ppl_yesww_r,allpotable,infloodp,fac_propos,fac_type,fac_cst,fac_avgcst,fac_capcst,fac_comcap,fac_ta,fac_tades,fac_feasib,con_last,con_first,con_type,con_title,con_org,con_email,con_add,con_city,con_state,con_zip,con_phone,con_mobile,con_notes,con_last2,con_first2,con_type2,con_title2,con_org2,con_email2,con_add2,con_city2,con_state2,con_zip2,con_phone2,con_mobil2,con_notes2,created_user,created_date,last_edited_user,last_edited_date,fy2018_project,fy2019_project,fy2020_project,fy2021_project,fy2022_project,Unnamed: 98,Unnamed: 99
74,Hueco Mountain Estates #2,P1R480306,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #2,Hueco Mountain,,,M0710130,Red,1,Y,53,5,15,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,15,1,15,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,7020.578928,2101840.888
75,Hueco Mountain Estates #8,P1R480312,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #8,Hueco Mountain,,,M0710136,Red,1,Y,35,11,33,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,P,,N,,33,1,33,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,5089.791895,1369935.101
76,Hueco Mountain Estates #4,P1R480308,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #4,Hueco Mountain,,,M0710132,Red,1,Y,88,13,39,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,39,1,39,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,7413.401878,3325002.009
77,Hueco Mountain Estates #3,P1R480307,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #3,Hueco Mountain,,,M0710131,Red,1,Y,102,14,42,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,42,1,42,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,7580.601295,3590793.147
78,Hueco Mountain Estates #1,P1R480305,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #1,Hueco Mountain,,,M0710129,Red,1,Y,73,4,12,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,12,1,12,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,7587.429206,3597067.091
79,Hueco Mountain Estates #5,P1R480309,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #5,Hueco Mountain,,,M0710133,Red,1,Y,52,13,39,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,P,,N,,39,1,39,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,5719.069195,1823991.085
80,Hueco Valley Subd.,P1R480314,Texas,TX,El Paso,TXAG,Hueco Valley Subd.,Hueco Valley,,,M0710138,Red,1,Y,36,4,12,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,P,,N,,12,1,12,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,11297.6649,1938700.872
81,Camel Back Estates,P1R480215,Texas,TX,El Paso,TXAG,Camel Back Estates,Camelback Estates,,,M0710040,Red,1,Y,34,3,9,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,Y,,N,,9,1,9,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,2978.386742,463047.4277
82,Butterfield City #2,P1R480211,Texas,TX,El Paso,TXAG,Butterfield City #2,Butterfield,,,M0710036,Red,1,Y,112,12,36,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,Y,,N,,36,1,36,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,2253.510429,281282.0018
83,Butterfield City #1,P1R480210,Texas,TX,El Paso,TXAG,Butterfield City #1,Butterfield Estates 1-3,,,M0710035,Red,1,Y,196,10,30,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,Y,,N,,30,1,30,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,3260.526557,409710.3753
98,Hueco Mountain Estates #9,P1R480313,Texas,TX,El Paso,TXAG,Hueco Mountain Estates #9,Hueco Mountain,,,M0710137,Gray,5,Y,117,0,0,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,2,0,0,0,0,0,2,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,,,,,,,,,,,,,,,,,,,,,,,,4349.078493,424034.8508
129,Meadows North Estates,P1R480357,Texas,TX,El Paso,TXAG,Meadows North Estates,,,,M0710180,Gray,5,Y,0,0,0,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,22,0,22,0,0,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Water line adjacent,,,,,,,,,,,,,,,,,,,,,,,2240.571404,309758.1168
130,Bueno Terrace Estates,P1R480206,Texas,TX,El Paso,TXAG,Bueno Terrace Estates,,,,M0710031,Gray,5,Y,0,0,0,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Water line on road,,,,,,,,,,,,,,,,,,,,,,,726.185298,29900.94927
132,Sundown Estates,P1R480434,Texas,TX,El Paso,TXAG,Sundown Estates,,,,M0710256,Blue,4,Y,40,1,3,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,Y,N,"Street not served. Looks vacant at 2013, one house appears under construction 2015 at corner close to EMWS water line.",N,,N,,,EL PASO WTR UTIL PUBLIC SVC BO,WW082,N,,lots should be adequate for new onsite,Y,,N,,3,1,3,1,0,0,0,0,N,N,,,0,,,,N,,Resident not present before 1989.,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,"EP County water line adjacent at O'Leary Road. At 2015, looked like may be a house under construction, not clear if any residents.",,,,,,,,,,,,,,,,,,,,,,,2402.433058,276190.9219
138,Rainbow Gardens,P1R480402,Texas,TX,El Paso,TXAG,Rainbow Gardens,,,,M0710224,Red,1,Y,532,3,9,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,Y,,N,,9,1,9,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,1805.83473,200932.9689
139,Monte Carlo,P1R480371,Texas,TX,El Paso,TXAG,Monte Carlo,,,,M0710194,Red,1,Y,151,1,3,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,3,1,3,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,4871.092155,312524.2106
140,Eisenberg Estates,P1R480259,Texas,TX,El Paso,TXAG,Eisenberg Estates,,,,M0710083,Red,1,Y,140,34,102,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,Y,,N,,102,1,102,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,3792.950627,899514.2727
149,Southwest Estates #2,P1R480425,Texas,TX,El Paso,TXAG,Southwest Estates #2,Colonia Revolucion,,,M0710294,Gray,5,Y,8,0,17,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,"Appears 1 commerical facility, if aerial location of shapefile correct.",LOPEZ,FELIPE,Utility,ENGINEERING SERVICES MANAGER,EL PASO WATER UTILITIES,,1154 HAWKINS,EL PASO,TX,79925,,,"Montana Vista Wastewater Project. EPWU applied for TWDB EDAP Planning funding to develop the Montana Vista wastewater project, but construction is not yet funded.",,,,,,,,,,617.400198,23696.72381
150,Indian Hills,P1R480315,Texas,TX,El Paso,TXAG,Indian Hills,,,,M0710139,Gray,5,Y,40,0,0,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,,,,,,,,,,,,,,,,,,,,,,,,7181.662862,3220538.211
151,Hill Crest Estates,P1R480294,Texas,TX,El Paso,TXAG,Hill Crest Estates,,,,M0710118,Red,1,Y,258,50,150,Hauling,Y,Y,N,,,EL PASO WTR UTIL PUBLIC SVC BO,DW094,"haul, very few private wells",N,N,hauling water,Y,hauling water,N,,,EL PASO WTR UTIL PUBLIC SVC BO,WW082,N,,onsite,N,"Some lots inadequate septic, cited by El Paso SOS Ombudsman for no drinking water and wastewater concerns",N,,150,1,150,1,0,0,0,0,N,N,Estimates proved by EP County for EPWU service extension.,Combination,7830000,156600,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,LOPEZ,FELIPE,Utility,ENGINEERING SERVICES MANAGER,EL PASO WATER UTILITIES,,1154 HAWKINS,EL PASO,TX,79925,,,"SOS Priority. Completed EDAP Pre-app several years ago for WW at $5 million estimate. 2013 Estimate for DW and WW = $3.4+4.5=$7.83million, but now EPWU Sewer main is much closer. Needs new estimate.",,,,,,,,,,,,,,,,,,,,,,,7444.31955,2607573.693
154,Butterfield City #4,P1R480213,Texas,TX,El Paso,TXAG,Butterfield City #4,Butterfield Estates 4,,,M0710038,Red,1,Y,184,15,45,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,N,"Some lots likely inadequate septic, some should have adequate space for onsite",N,,45,1,45,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,2675.119316,382886.6481
155,Buena Suerte Estates,P1R480205,Texas,TX,El Paso,TXAG,Buena Suerte Estates,Buena Suerte,,,M0710030,Red,1,Y,117,20,60,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,N,"Some lots likely inadequate septic, some should have adequate space for onsite",N,,60,1,60,1,0,0,0,0,N,Y,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,5155.240822,1354120.598
156,Butterfield City #3,P1R480212,Texas,TX,El Paso,TXAG,Butterfield City #3,Butterfield,,,M0710037,Red,1,Y,135,8,24,Hauling,Y,N,N,,,EAST MONTANA WATER SYSTEM,DW088,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,N,"Some lots likely inadequate septic, some should have adequate space for onsite",N,,24,1,24,1,0,0,0,0,N,N,"Estimate to extend EMWS water from 2003 El Paso County Master Plan study for DW, CU increased $29m estimate to 2015 $.",Water,37500000,164474,,See Utility Capacity,Y,TA to review feasibility of smaller scope alternatives to the larger El Paso Master Plan 2003 alternatives,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,Estimate to extend EP CO East Montana water from 2003 El Paso County Master Plan study for DW. CU increased $29m estimate to 2015 $.,,,,,,,,,,,,,,,,,,,,,,,2341.273769,153625.704
167,Vinton Acres #1,P1R480450,Texas,TX,El Paso,TXAG,Vinton Acres #1,Vinton Acres,,,M0710272,Gray,5,Y,12,0,0,,N,N,N,,,EL PASO WTR UTIL PUBLIC SVC BO,DW094,,N,N,,N,,N,,,EL PASO WTR UTIL PUBLIC SVC BO,WW082,N,,,N,,N,,240,0,0,0,0,0,240,0,N,N,,,0,,,,N,,,LOPEZ,FELIPE,Utility,ENGINEERING SERVICES MANAGER,EL PASO WATER UTILITIES,,1154 HAWKINS,EL PASO,TX,79925,,,,,,,,,,,,,,,,,,,,,,,,,,276.1228151,4540.827422
249,Cochran Mobile Park,P1R480227,Texas,TX,El Paso,TXAG,Cochran Mobile Park,Cochran MH Estates,,,M0710053,Red,1,Y,72,22,66,Hauling,Y,N,N,,,HORIZON REGIONAL MUD,DW122,hauling water,N,N,hauling water,Y,hauling water,N,,,HORIZON REGIONAL MUD,WW121,N,,onsite,N,Lots should be adequate size for septic,N,,66,1,66,1,0,0,0,0,N,N,CU projected cost. 1800' E of Horizon Regional MUD Water.,Water,288000,13091,,See Utility Capacity,Y,T/A subject to USDA Funding Application,"Too sparsely populated, not yet feasible projects.",ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,"OAG notes say haul water, but good septics",,,,,,,,,,,,,,,,,,,,,,,1894.404816,224286.025
264,Cattlemans North Ranchos #3,P1R480221,Texas,TX,El Paso,TXAG,Cattleman's North Ranchos #3,Cattleman's North,Cattlemans North Ranchos #3,,M0710047,Gray,5,Y,45,0,0,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,,N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,6977.470705,1617066.89
333,Acala,P1R481397,Texas,TX,Hudspeth,TXAG,Acala,,,,M1150001,Red,1,Y,21,10,30,Hauling,Y,Y,N,,,FORT HANCOCK WCID,DW099,hauling water,N,N,hauling water,Y,hauling water,N,,,,,N,,onsite,U,,N,,30,1,30,1,0,0,0,0,N,N,First time drinking water service,Water,1400000,,,See Utility Capacity,Y,Possibly to explore lower cost options for small community well without line to district.,Too few connections for feasible connection to Fort Hancock WCID,HOLT,JACK,Utility,BOARD PRESIDENT,FORT HANCOCK WCID,,PO BOX 65,FORT HANCOCK,TX,79839,(915) 769-3931,,"Outside of district to N, but listed as contact for nearest water system.",,,,,,,,,,,,,,,,,,,,,,,10791.95286,7213544.33
337,Lake Valley Estates #1,P1R480325,Texas,TX,El Paso,TXAG,Cattleman's North Ranchos #2,Cattlemen's North Rancho,Lake Valley Estates #1,,M0710046,Gray,5,Y,63,0,0,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,,N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,1,0,0,0,0,0,1,0,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Confirm location. CU map has location of OAG map Cattleman's North Ranchos #2.,,,,,,,,,,,,,,,,,,,,,,,5349.351887,1492862.808
340,Arrowhead Estates,P1R480191,Texas,TX,El Paso,TXAG,Arrowhead Estates,,,,M0710016,Red,1,Y,48,7,21,Hauling,Y,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,hauling water,N,N,hauling water,Y,hauling water,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,N,Lots should be adequate size for septic,N,,21,1,21,1,0,0,0,0,N,N,Indian Cliffs area DW estimate from 2003 El Paso County Master Plan of $13.9 m in 2003. Not enough connections for feasible central system.,Water,13900000,1069231,,See Utility Capacity,N,,"Too sparsely populated, not yet feasible projects.",TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,6699.384959,1538378.139
352,Ranch Country Estates,P1R480403,Texas,TX,El Paso,TXAG,Ranch Country Estates,Ranch Country,,,M0710225,Gray,5,Y,132,0,0,,N,N,N,,,EAST MONTANA WATER SYSTEM,DW088,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,ALSARRAJ,MUNZER,Utility,INFRASTRUCTURE PROGRAM MANAGER,"COUNTY OF EL PASO, PUBLIC WORKS",,800 E OVERLAND STE. 200,EL PASO,TX,79901,(915) 543-3845,,,,,,,,,,,,,,,,,,,,,,,,,4729.575767,908549.4312
