objectid,col_name,col_uid,st_name,st_abb,cnty_name,datasource,src_name,alt_name,alt_name2,alt_name3,mnumber,color_clas,tot_prisco,rec_complt,numlots,numoccupie,estimatedp,wtr_srcdes,wtr_hauled,priv_wells,wc_exists,wc_wtrcomm,dwuid,wc_nearwcom,dwuid_near,os_otrsupp,is_srcadeq,wc_adeq,wc_adeqdes,wc_hlth,wc_hlthdes,ww_public,ww_wwcomm,wwuid,ww_nearwwcom,wwuid_near,ww_prvser,ww_prvnm,ww_other,ww_adeq,ww_adeqdes,ww_hlth,ww_hlthdes,ppl_nowat,ppl_nowat_r,ppl_noww,ppl_noww_r,ppl_yeswat,ppl_yeswat_r,ppl_yesww,ppl_yesww_r,allpotable,infloodp,fac_propos,fac_type,fac_cst,fac_avgcst,fac_capcst,fac_comcap,fac_ta,fac_tades,fac_feasib,con_last,con_first,con_type,con_title,con_org,con_email,con_add,con_city,con_state,con_zip,con_phone,con_mobile,con_notes,con_last2,con_first2,con_type2,con_title2,con_org2,con_email2,con_add2,con_city2,con_state2,con_zip2,con_phone2,con_mobil2,con_notes2,created_user,created_date,last_edited_user,last_edited_date,fy2018_project,fy2019_project,fy2020_project,fy2021_project,fy2022_project,Unnamed: 98,Unnamed: 99
854,Bar Subd. #6,P1R480551,Texas,TX,Hidalgo,TXAG,Bar Subd. #6,BAR 6 SUBD,,,M1080070,Blue,4,Y,91,84,302,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,302,1,302,1,Y,N,,,0,,,,N,,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,1350.144861,101075.097
855,George Lookingbill #2,P1R480788,Texas,TX,Hidalgo,TXAG,George Lookingbill #2,,,,M1080284,Purple,2,Y,23,18,63,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,N,,,CITY OF ELSA,WW088,N,,onsite,Y,,N,,0,0,63,1,63,1,0,0,Y,N,Wastewater Collection,Wastewater,270000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to Elsa sewer for treatment.,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,CANTU,JOHN,City,CITY MANAGER,CITY OF ELSA,jcantu1720@yahoo.com,PO BOX 427,CITY OF ELSA,TX,78543-0427,(956) 262-2127,,,,,,,,,,,,1573.635768,71076.38205
856,Bar #3,P1R480547,Texas,TX,Hidalgo,TXAG,Bar #3,,,,M1080066,Purple,2,Y,98,78,216,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,N,,,CITY OF ELSA,WW088,N,,onsite,Y,,N,,0,0,216,1,216,1,0,0,Y,N,Wastewater Collection,Wastewater,1465714,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to Elsa sewer for treatment.,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,CANTU,JOHN,City,CITY MANAGER,CITY OF ELSA,jcantu1720@yahoo.com,PO BOX 427,CITY OF ELSA,TX,78543-0427,(956) 262-2127,,,,,,,,,,,,1551.192212,146114.2602
857,West Haven Subd.,P1R481381,Texas,TX,Hidalgo,TXAG,West Haven Subd.,West Haven,,,M1080805,Purple,2,Y,14,11,36,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF EDINBURG,WW087,N,,onsite,N,Small lots likely inadequate for septic,N,,0,0,36,1,36,1,0,0,Y,N,Wastewater Collection,Wastewater,154285,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to the closest sewer for treatment.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,Colonia is in Edinburg's sewer CCN but no sewer service. No application submitted.,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,Project cost estimate from average collection line cost from recent funded USDA projects.,,,,,,,,,,661.7467795,23765.92419
858,Salida Del Sol Estates Subd.,P1R481193,Texas,TX,Hidalgo,TXAG,Salida Del Sol Estates Subd.,,,,M1080639,Blue,4,Y,0,50,232,Public Water System,N,N,Y,AGUA SUD,DW002,,,,Y,Y,,N,,N,,,AGUA SUD,WW083,N,,,Y,,N,,0,0,232,1,232,1,0,0,Y,Y,,,0,,,,N,,,PEREZ,PAMELA,Utility,CUSTOMER SERVICE SUPERVISOR,AGUA SUD,pperez@aguasud.com,3126 N ABRAM RD.,PALMVIEW,TX,78578,(956) 585-2465,,,DE LA GARZA,OLIVER,Agency,OMBUDSMAN,TX SECRETARY OF STATE,,,,,,,,Contact is for Penitas WW CCN,,,,,,,,,,6532.988794,1613413.658
859,Montemayor Subivision,P1R481013,Texas,TX,Hidalgo,TXAG,Montemayor Subivision,,,,M1080476,Purple,2,Y,8,8,36,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,N,,,CITY OF EDINBURG,WW087,N,,onsite,N,Small lots likely inadequate for septic,N,,0,0,36,1,36,1,0,0,Y,N,Collection lines to Edinburg,Wastewater,154285,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to Edinburg sewer for treatment.,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,Colonia is in Edinburg's sewer CCN but no sewer service. No application submitted.,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,In Edinburg's sewer CCN but no homes connected to the sewer.,,,,,,,,,,1096.792112,43190.36284
861,Valley Rancheros Subd.,P1R481350,Texas,TX,Hidalgo,TXAG,Valley Rancheros Subd.,Valley Rancheros,,,M1080777,Purple,2,Y,54,36,162,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,,,N,,onsite,N,0.2 AC avg lot size,N,,0,0,162,1,162,1,0,0,Y,N,Wastewater Collection,Wastewater,964285,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,,,,,,,,,,,,,0.2 AC avg lot,,,,,,,,,,1124.171351,50722.92192
863,Sugar Acres,P1R481268,Texas,TX,Hidalgo,TXAG,Sugar Acres,,,,M1080707,Blue,4,Y,15,6,21,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,21,1,21,1,Y,N,,,0,,,,N,,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,Listed as NOT having sewer but the City confirmed that they are served.,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,1010.016827,25247.0053
864,Oak Subd.,P1R481050,Texas,TX,Hidalgo,TXAG,Oak Subd.,Oak,,,M1080507,Purple,2,Y,14,4,14,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,N,,,CITY OF ELSA,WW088,N,,onsite,Y,,N,,0,0,14,1,14,1,0,0,Y,Y,Collection lines to Elsa,Wastewater,462857,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to Weslaco sewer for treatment.,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,CANTU,JOHN,City,CITY MANAGER,CITY OF ELSA,jcantu1720@yahoo.com,PO BOX 427,CITY OF ELSA,TX,78543-0427,(956) 262-2127,,,,,,,,,,,,1123.552013,50601.35943
865,Merrill Subd.,P1R480994,Texas,TX,Hidalgo,TXAG,Merrill Subd.,,,,M1080459,Orange,3,Y,13,13,59,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,N,,,CITY OF EDINBURG,WW087,N,,,Y,,N,,0,0,59,1,59,1,0,0,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,Listed as served by Edinburg sewer but City confirmed that it is not served.,,,,,,,,,,1205.669636,67858.25349
866,Arroyo City Subdivision,P1R480008,Texas,TX,Cameron,TXAG,Arroyo City Subdivision,,,,M0310010,Purple,2,Y,37,32,102,Public Water System,N,N,Y,EAST RIO HONDO WSC,DW089,,,,Y,Y,,N,,N,,,EAST RIO HONDO WSC,WW078,N,,onsite,U,,N,,0,0,102,1,102,1,0,0,Y,Y,Wastewater collection and treatment,Wastewater,826432,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,"Has public water and needs sewer.  Sewer is feasible if all five Colonia (Schartz, Coulson, Channel Lots, Arroyo City Subdivision & Arroyo City Annex) combine for a regional treatment facility.",MACMANUS,BRIAN,City,MANAGER,E. RIO HONDO WSC,bemacmanus@erhwsc.com,P. O. BOX 621,RIO HONDO,TX,78563,(956) 748-2605,,"Although this is a larger Colonia. It is Not cost effective for a stand alone sewer system. If combined with other nearby Colonia, a regional sewer is possible.",,,,,,,,,,,,,,,,,,,,,,,927.408829,31938.75956
867,Basham #9,P1R480573,Texas,TX,Hidalgo,TXAG,Basham #9,,,,M1080091,Purple,2,Y,38,13,57,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF MCALLEN,WW091,N,,,N,Undersized Lot,N,,0,0,57,1,57,1,0,0,Y,N,McAllen Sprague Sewer planning,Wastewater,27000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Requires interlocal agreement.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,McAllen Sprague Sewer planning,,,,,,,,,,1348.047476,101151.6855
868,Calma Estates Subd. #3,P1R480614,Texas,TX,Hidalgo,TXAG,Calma Estates Subd. #3,Calma Estates #3,,,M1080130,Purple,2,Y,12,7,18,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF MCALLEN,WW091,N,,,N,Undersized Lot,N,,0,0,18,1,18,1,0,0,Y,N,McAllen Sprague Sewer planning,Wastewater,27000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Requires interlocal agreement.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,,,,,,,,,,730.274988,26889.69528
869,CJRS Subd. A,P1R480653,Texas,TX,Hidalgo,TXAG,CJRS Subd. A,CJRS Unit A&B,,,M1080160,Purple,2,Y,28,14,63,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,,,N,,onsite,N,0.1 AC avg lot size,N,,0,0,63,1,63,1,0,0,Y,N,CU projected collection cost,Wastewater,540000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Distance to treatment in McAllen,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,Small density Colonia,,,,,,,,,,,,,0.1 AC avg lot,,,,,,,,,,620.4810433,18235.66985
870,Schunior's Subd.,P1R481210,Texas,TX,Hidalgo,TXAG,Schunior's Subd.,,,,M1080654,Blue,4,Y,29,29,60,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,60,1,60,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,1008.669172,42178.21993
871,Hacienda del Bronco #2,P1R480812,Texas,TX,Hidalgo,TXAG,Hacienda del Bronco #2,,,,M1080302,Blue,4,Y,13,10,30,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,30,1,30,1,Y,N,,,0,,,,N,,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,820.0942402,31584.05639
872,Hacienda el Porvenir,P1R480813,Texas,TX,Hidalgo,TXAG,Hacienda el Porvenir,,,,M1080303,Blue,4,Y,136,52,203,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,CITY OF ELSA,WW088,,,N,,,Y,,N,,0,0,0,0,203,1,203,1,Y,Y,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,CANTU,JOHN,City,CITY MANAGER,CITY OF ELSA,jcantu1720@yahoo.com,PO BOX 427,CITY OF ELSA,TX,78543-0427,(956) 262-2127,,,,,,,,,,,,1965.551702,148320.2821
873,Renarae Subd. #1,P1R481165,Texas,TX,Hidalgo,TXAG,Renarae Subd. #1,,,,M1080612,Blue,4,Y,45,16,61,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,61,1,61,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,790.3961324,37125.68472
874,Gate City Acres,P1R480786,Texas,TX,Hidalgo,TXAG,Gate City Acres,,,,M1080282,Blue,4,Y,12,6,30,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,NORTH ALAMO WSC,WW099,,,N,,,Y,,N,,0,0,0,0,30,1,30,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,RUBIO,OSCAR,Utility,WASTEWATER MANAGER,NORTH ALAMO WSC,orubio@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1618,,,,,,,,,,,,1186.139126,60883.7748
875,Salinas-Hinojosa Subd.,P1R481194,Texas,TX,Hidalgo,TXAG,Salinas-Hinojosa Subd.,,,,M1080640,Blue,4,Y,100,51,249,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,CITY OF ELSA,WW088,,,N,,,Y,,N,,0,0,0,0,249,1,249,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,CANTU,JOHN,City,CITY MANAGER,CITY OF ELSA,jcantu1720@yahoo.com,PO BOX 427,CITY OF ELSA,TX,78543-0427,(956) 262-2127,,,,,,,,,,,,1340.04616,95552.18143
876,Las Brisas Estates,P1R480932,Texas,TX,Hidalgo,TXAG,Las Brisas Estates,,,,M1080408,Blue,4,Y,45,9,36,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,NORTH ALAMO WSC,WW099,,,N,,,Y,,N,,0,0,0,0,36,1,36,1,Y,Y,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,RUBIO,OSCAR,Utility,WASTEWATER MANAGER,NORTH ALAMO WSC,orubio@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1618,,,,,,,,,,,,1113.90906,49790.47521
877,Nuevo Alton,P1R481047,Texas,TX,Hidalgo,TXAG,Nuevo Alton,,,,M1080504,Blue,4,Y,364,335,1521,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,Y,CITY OF ALTON,WW085,,,N,,,Y,,N,,0,0,0,0,1521,1,1521,1,Y,N,,,0,,,,N,,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,GARZA,RUDY,City,PUBLIC WORKS DIRECTOR,CITY OF ALTON,rudy.garza@alton-tx.gov,401 W. DAWES ST.,ALTON,TX,75573,(956) 432-0792,,,,,,,,,,,,3110.611977,475644.7414
878,San Juan Subd.,P1R481199,Texas,TX,Hidalgo,TXAG,San Juan Subd.,,,,M1080645,Blue,4,Y,36,36,159,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,CITY OF EDINBURG,WW087,,,N,,,Y,,N,,0,0,0,0,159,1,159,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,1372.862467,100826.5381
879,Gernentz Subd.,P1R480789,Texas,TX,Hidalgo,TXAG,Gernentz Subd.,,,,M1080285,Blue,4,Y,141,124,326,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,NORTH ALAMO WSC,WW099,,,N,,,Y,,N,,0,0,0,0,326,1,326,1,Y,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,RUBIO,OSCAR,Utility,WASTEWATER MANAGER,NORTH ALAMO WSC,orubio@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1618,,,,,,,,,,,,1561.428933,146477.4835
880,Bryan Acres,P1R480608,Texas,TX,Hidalgo,TXAG,Bryan Acres,,,,M1080124,Blue,4,Y,16,16,59,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,Y,CITY OF ALTON,WW085,,,N,,,Y,,N,,0,0,0,0,59,1,59,1,Y,N,,,0,,,,N,,,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,GARZA,RUDY,City,PUBLIC WORKS DIRECTOR,CITY OF ALTON,rudy.garza@alton-tx.gov,401 W. DAWES ST.,ALTON,TX,75573,(956) 432-0792,,,,,,,,,,,,1335.915169,92753.57527
881,Colonia Tejana,P1R480679,Texas,TX,Hidalgo,TXAG,Colonia Tijerina,,,,M1080183,Blue,4,Y,33,53,235,Public Water System,N,N,Y,NORTH ALAMO WSC,DW160,,,,Y,Y,,N,,Y,NORTH ALAMO WSC,WW099,,,N,,,Y,,N,,0,0,0,0,235,1,235,1,Y,Y,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,RUBIO,OSCAR,Utility,WASTEWATER MANAGER,NORTH ALAMO WSC,orubio@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1618,,,,,,,,,,,,1714.939017,119704.6178
882,Los Ninos,P1R480958,Texas,TX,Hidalgo,TXAG,Los Ninos,,,,M1080831,Blue,4,Y,20,13,60,Public Water System,N,N,Y,AGUA SUD,DW002,,,,Y,Y,,N,,Y,CITY OF ALTON,WW085,,,N,,,Y,,N,,0,0,0,0,60,1,60,1,Y,N,,,0,,,,N,,,PEREZ,PAMELA,Utility,CUSTOMER SERVICE SUPERVISOR,AGUA SUD,pperez@aguasud.com,3126 N ABRAM RD.,PALMVIEW,TX,78578,(956) 585-2465,,,GARZA,RUDY,City,PUBLIC WORKS DIRECTOR,CITY OF ALTON,rudy.garza@alton-tx.gov,401 W. DAWES ST.,ALTON,TX,75573,(956) 432-0792,,,,,,,,,,,,1211.544418,48551.88164
883,Longoria,P1R481595,Texas,TX,Starr,TXAG,Longoria,,,,M2140118,Purple,2,Y,44,42,92,Public Water System,N,N,Y,CITY OF LA GRULLA,DW050,,,,Y,Y,,N,,N,,,CITY OF LA GRULLA,WW118,N,,cesspools,N,"2003 TDH letter for EDAP public health nuisance, generally cites ""29 colonias."" See EDAP Cat. B, p 64. re. #s permitted septic at 2003.",Y,Illegal cesspools or inadequate septic,0,0,92,1,92,1,0,0,Y,N,Engineered treatment & collection cost,Wastewater,38000000,,,Needs Assistance,Y,T/A W/FMT Corrective Action Plan,City lacks FMT capacity to move forward with previously planned $40 million water and wastewater project.,BUSH,AMY,City,CITY SECRETARY,CITY OF LA GRULLA,a.bush@cityofgrulla.com,PO BOX 197,LA GRULLA,TX,78548,(956) 487-3341,,,,,,,,,,,,,,,,,,,,,,,,,897.834545,50377.45738
884,Casa Blanca Subd,P1R481506,Texas,TX,Starr,TXAG,Casa Blanca Subd,,,,M2140023,Purple,2,Y,38,15,54,Public Water System,N,N,Y,CITY OF LA GRULLA,DW050,,,,Y,Y,,N,,N,,,CITY OF LA GRULLA,WW118,N,,cesspools,N,"2003 TDH letter for EDAP public health nuisance, generally cites ""29 colonias."" See EDAP Cat. B, p 64. re. #s permitted septic at 2003.",Y,Illegal cesspools or inadequate septic,0,0,54,1,54,1,0,0,Y,N,Engineered treatment & collection cost,Wastewater,38000000,,,Needs Assistance,Y,T/A W/FMT Corrective Action Plan,City lacks FMT capacity to move forward with previously planned $40 million water and wastewater project.,BUSH,AMY,City,CITY SECRETARY,CITY OF LA GRULLA,a.bush@cityofgrulla.com,PO BOX 197,LA GRULLA,TX,78548,(956) 487-3341,,,,,,,,,,,,,,,,,,,,,,,,,2253.020755,307406.656
885,Cantu Subd.,P1R480618,Texas,TX,Hidalgo,TXAG,Cantu Subd.,,,,M1080134,Purple,2,Y,16,16,54,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF MCALLEN,WW091,N,,,Y,,N,,0,0,54,1,54,1,0,0,Y,N,McAllen Sprague Sewer planning,Wastewater,27000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Requires interlocal agreement.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,,,,,,,,,,578.0520827,12127.63823
886,Shary Country Acres,P1R481221,Texas,TX,Hidalgo,TXAG,Shary Country Acres,,,,M1080665,Purple,2,Y,6,6,27,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF MCALLEN,WW091,N,,,Y,,N,,0,0,27,1,27,1,0,0,Y,N,McAllen Sprague Sewer planning,Wastewater,27000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Requires interlocal agreement.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,,,,,,,,,,753.3181731,34175.80418
887,Brandon Lake Subd.,P1R480603,Texas,TX,Hidalgo,TXAG,Brandon Lake Subd.,,,,M1080119,Purple,2,Y,16,7,24,Public Water System,N,N,Y,SHARYLAND WSC,DW209,,,,Y,Y,,N,,N,,,CITY OF MCALLEN,WW091,N,,,Y,,N,,0,0,24,1,24,1,0,0,Y,N,McAllen Sprague Sewer planning,Wastewater,27000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Requires interlocal agreement.,DAHLBERG,SHERILYN,Utility,GENERAL MANAGER,SHARYLAND WSC,swscsheri@aol.com,PO BOX 1868,MISSION,TX,78573,(956) 585-6081,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,,,,,,,,,,2024.99444,227803.3238
